geoid,Region,State,age,season,MMWR Year/Week,Deaths from pneumonia and influenza,All Deaths
State,,New York City,All,2015-16,201630,83,981
State,,North Carolina,All,2015-16,201630,91,1547
State,,North Dakota,All,2015-16,201630,11,110
State,,Ohio,All,2015-16,201630,112,2107
State,,Oklahoma,All,2015-16,201630,49,676
State,,Oregon,All,2015-16,201630,30,656
State,,Pennsylvania,All,2015-16,201630,106,2157
State,,Rhode Island,All,2015-16,201630,8,175
State,,South Carolina,All,2015-16,201630,51,869
State,,South Dakota,All,2015-16,201630,14,149
State,,Tennessee,All,2015-16,201630,72,1048
State,,Texas,All,2015-16,201630,200,3609
State,,Utah,All,2015-16,201630,13,316
State,,Vermont,All,2015-16,201630,4,109
State,,Virginia,All,2015-16,201630,54,1197
State,,Washington,All,2015-16,201630,65,1061
State,,West Virginia,All,2015-16,201630,34,406
State,,Wisconsin,All,2015-16,201630,48,884
State,,Wyoming,All,2015-16,201630,3,89
State,,Alabama,All,2015-16,201631,40,919
State,,Alaska,All,2015-16,201631,7,84
State,,Arizona,All,2015-16,201631,58,984
State,,Arkansas,All,2015-16,201631,35,530
State,,California,All,2015-16,201631,312,4687
State,,Colorado,All,2015-16,201631,38,684
State,,Connecticut,All,2015-16,201631,24,444
State,,Delaware,All,2015-16,201631,10,142
State,,District of Columbia,All,2015-16,201631,2,68
State,,Florida,All,2015-16,201631,185,3626
State,,Georgia,All,2015-16,201631,69,1471
State,,Hawaii,All,2015-16,201631,19,204
State,,Idaho,All,2015-16,201631,8,249
State,,Illinois,All,2015-16,201631,101,1935
State,,Indiana,All,2015-16,201631,63,1120
State,,Iowa,All,2015-16,201631,22,472
State,,Kansas,All,2015-16,201631,29,442
State,,Kentucky,All,2015-16,201631,68,825
State,,Louisiana,All,2015-16,201631,27,779
State,,Maine,All,2015-16,201631,13,244
State,,Maryland,All,2015-16,201631,45,902
State,,Massachusetts,All,2015-16,201631,88,1045
State,,Michigan,All,2015-16,201631,73,1574
State,,Minnesota,All,2015-16,201631,39,760
State,,Mississippi,All,2015-16,201631,23,470
State,,Missouri,All,2015-16,201631,66,1012
State,,Montana,All,2015-16,201631,9,170
State,,Nebraska,All,2015-16,201631,22,276
State,,Nevada,All,2015-16,201631,27,445
State,,New Hampshire,All,2015-16,201631,10,202
State,,New Jersey,All,2015-16,201631,67,1282
State,,New Mexico,All,2015-16,201631,17,322
State,,New York,All,2015-16,201631,74,1417
State,,New York City,All,2015-16,201631,64,999
State,,North Carolina,All,2015-16,201631,85,1466
State,,North Dakota,All,2015-16,201631,5,73
State,,Ohio,All,2015-16,201631,110,2095
State,,Oklahoma,All,2015-16,201631,53,744
State,,Oregon,All,2015-16,201631,29,632
State,,Pennsylvania,All,2015-16,201631,91,1962
State,,Rhode Island,All,2015-16,201631,16,171
State,,South Carolina,All,2015-16,201631,45,861
State,,South Dakota,All,2015-16,201631,9,144
State,,Tennessee,All,2015-16,201631,57,999
State,,Texas,All,2015-16,201631,231,3492
State,,Utah,All,2015-16,201631,17,351
State,,Vermont,All,2015-16,201631,6,109
State,,Virginia,All,2015-16,201631,49,1180
State,,Washington,All,2015-16,201631,52,942
State,,West Virginia,All,2015-16,201631,20,334
State,,Wisconsin,All,2015-16,201631,41,927
State,,Wyoming,All,2015-16,201631,4,85
State,,Alabama,All,2015-16,201632,46,918
State,,Alaska,All,2015-16,201632,2,73
State,,Arizona,All,2015-16,201632,42,1001
State,,Arkansas,All,2015-16,201632,27,556
State,,California,All,2015-16,201632,288,4476
State,,Colorado,All,2015-16,201632,22,619
State,,Connecticut,All,2015-16,201632,27,416
State,,Delaware,All,2015-16,201632,7,188
State,,District of Columbia,All,2015-16,201632,5,90
State,,Florida,All,2015-16,201632,165,3664
State,,Georgia,All,2015-16,201632,69,1442
State,,Hawaii,All,2015-16,201632,21,200
State,,Idaho,All,2015-16,201632,15,251
State,,Illinois,All,2015-16,201632,99,1876
State,,Indiana,All,2015-16,201632,63,1098
State,,Iowa,All,2015-16,201632,35,556
State,,Kansas,All,2015-16,201632,22,438
State,,Kentucky,All,2015-16,201632,57,805
State,,Louisiana,All,2015-16,201632,43,785
State,,Maine,All,2015-16,201632,10,262
State,,Maryland,All,2015-16,201632,46,855
State,,Massachusetts,All,2015-16,201632,72,1029
State,,Michigan,All,2015-16,201632,112,1666
State,,Minnesota,All,2015-16,201632,33,723
State,,Mississippi,All,2015-16,201632,30,482
State,,Missouri,All,2015-16,201632,50,1101
State,,Montana,All,2015-16,201632,6,169
State,,Nebraska,All,2015-16,201632,24,318
State,,Nevada,All,2015-16,201632,22,420
State,,New Hampshire,All,2015-16,201632,13,207
State,,New Jersey,All,2015-16,201632,68,1325
State,,New Mexico,All,2015-16,201632,12,281
State,,New York,All,2015-16,201632,104,1461
State,,New York City,All,2015-16,201632,61,947
State,,North Carolina,All,2015-16,201632,64,1309
State,,North Dakota,All,2015-16,201632,5,74
State,,Ohio,All,2015-16,201632,115,2149
State,,Oklahoma,All,2015-16,201632,58,713
State,,Oregon,All,2015-16,201632,25,590
State,,Pennsylvania,All,2015-16,201632,99,2000
State,,Rhode Island,All,2015-16,201632,12,173
State,,South Carolina,All,2015-16,201632,47,909
State,,South Dakota,All,2015-16,201632,8,126
State,,Tennessee,All,2015-16,201632,59,1011
State,,Texas,All,2015-16,201632,200,3460
State,,Utah,All,2015-16,201632,18,327
State,,Vermont,All,2015-16,201632,5,104
State,,Virginia,All,2015-16,201632,62,1222
State,,Washington,All,2015-16,201632,58,950
State,,West Virginia,All,2015-16,201632,23,330
State,,Wisconsin,All,2015-16,201632,40,969
State,,Wyoming,All,2015-16,201632,6,78
State,,Alabama,All,2015-16,201633,31,977
State,,Alaska,All,2015-16,201633,2,65
State,,Arizona,All,2015-16,201633,46,997
State,,Arkansas,All,2015-16,201633,36,558
State,,California,All,2015-16,201633,301,4540
State,,Colorado,All,2015-16,201633,22,655
State,,Connecticut,All,2015-16,201633,26,479
State,,Delaware,All,2015-16,201633,13,166
State,,District of Columbia,All,2015-16,201633,4,87
State,,Florida,All,2015-16,201633,182,3574
State,,Georgia,All,2015-16,201633,68,1347
State,,Hawaii,All,2015-16,201633,17,202
State,,Idaho,All,2015-16,201633,10,251
State,,Illinois,All,2015-16,201633,120,1935
State,,Indiana,All,2015-16,201633,53,1084
State,,Iowa,All,2015-16,201633,23,489
State,,Kansas,All,2015-16,201633,32,497
State,,Kentucky,All,2015-16,201633,68,763
State,,Louisiana,All,2015-16,201633,33,812
State,,Maine,All,2015-16,201633,15,250
State,,Maryland,All,2015-16,201633,46,850
State,,Massachusetts,All,2015-16,201633,66,1061
State,,Michigan,All,2015-16,201633,71,1616
State,,Minnesota,All,2015-16,201633,55,712
State,,Mississippi,All,2015-16,201633,34,527
State,,Missouri,All,2015-16,201633,54,998
State,,Montana,All,2015-16,201633,5,129
State,,Nebraska,All,2015-16,201633,19,315
State,,Nevada,All,2015-16,201633,26,407
State,,New Hampshire,All,2015-16,201633,8,201
State,,New Jersey,All,2015-16,201633,73,1287
State,,New Mexico,All,2015-16,201633,21,313
State,,New York,All,2015-16,201633,88,1444
State,,New York City,All,2015-16,201633,58,997
State,,North Carolina,All,2015-16,201633,84,1310
State,,North Dakota,All,2015-16,201633,6,71
State,,Ohio,All,2015-16,201633,126,2082
State,,Oklahoma,All,2015-16,201633,36,697
State,,Oregon,All,2015-16,201633,27,584
State,,Pennsylvania,All,2015-16,201633,101,2062
State,,Rhode Island,All,2015-16,201633,13,154
State,,South Carolina,All,2015-16,201633,33,817
State,,South Dakota,All,2015-16,201633,6,101
State,,Tennessee,All,2015-16,201633,41,949
State,,Texas,All,2015-16,201633,212,3462
State,,Utah,All,2015-16,201633,15,312
State,,Vermont,All,2015-16,201633,6,92
State,,Virginia,All,2015-16,201633,48,1151
State,,Washington,All,2015-16,201633,59,970
State,,West Virginia,All,2015-16,201633,21,328
State,,Wisconsin,All,2015-16,201633,48,921
State,,Wyoming,All,2015-16,201633,3,81
State,,Alabama,All,2015-16,201634,38,956
State,,Alaska,All,2015-16,201634,2,69
State,,Arizona,All,2015-16,201634,47,933
State,,Arkansas,All,2015-16,201634,25,515
State,,California,All,2015-16,201634,318,4555
State,,Colorado,All,2015-16,201634,24,689
State,,Connecticut,All,2015-16,201634,18,430
State,,Delaware,All,2015-16,201634,6,134
State,,District of Columbia,All,2015-16,201634,5,86
State,,Florida,All,2015-16,201634,204,3494
State,,Georgia,All,2015-16,201634,48,1312
State,,Hawaii,All,2015-16,201634,24,188
State,,Idaho,All,2015-16,201634,6,211
State,,Illinois,All,2015-16,201634,119,1925
State,,Indiana,All,2015-16,201634,66,1039
State,,Iowa,All,2015-16,201634,20,490
State,,Kansas,All,2015-16,201634,16,432
State,,Kentucky,All,2015-16,201634,40,686
State,,Louisiana,All,2015-16,201634,38,756
State,,Maine,All,2015-16,201634,9,220
State,,Maryland,All,2015-16,201634,36,745
State,,Massachusetts,All,2015-16,201634,58,941
State,,Michigan,All,2015-16,201634,92,1667
State,,Minnesota,All,2015-16,201634,39,715
State,,Mississippi,All,2015-16,201634,25,498
State,,Missouri,All,2015-16,201634,41,926
State,,Montana,All,2015-16,201634,5,142
State,,Nebraska,All,2015-16,201634,16,299
State,,Nevada,All,2015-16,201634,25,397
State,,New Hampshire,All,2015-16,201634,22,218
State,,New Jersey,All,2015-16,201634,52,1168
State,,New Mexico,All,2015-16,201634,12,284
State,,New York,All,2015-16,201634,85,1433
State,,New York City,All,2015-16,201634,65,929
State,,North Carolina,All,2015-16,201634,71,1331
State,,North Dakota,All,2015-16,201634,1,75
State,,Ohio,All,2015-16,201634,105,1903
State,,Oklahoma,All,2015-16,201634,58,736
State,,Oregon,All,2015-16,201634,17,495
State,,Pennsylvania,All,2015-16,201634,106,2039
State,,Rhode Island,All,2015-16,201634,10,138
State,,South Carolina,All,2015-16,201634,25,743
State,,South Dakota,All,2015-16,201634,4,122
State,,Tennessee,All,2015-16,201634,52,988
State,,Texas,All,2015-16,201634,192,3286
State,,Utah,All,2015-16,201634,12,311
State,,Vermont,All,2015-16,201634,6,94
State,,Virginia,All,2015-16,201634,48,1082
State,,Washington,All,2015-16,201634,60,957
State,,West Virginia,All,2015-16,201634,16,310
State,,Wisconsin,All,2015-16,201634,31,827
State,,Wyoming,All,2015-16,201634,2,71
State,,Alabama,All,2015-16,201635,54,919
State,,Alaska,All,2015-16,201635,4,73
State,,Arizona,All,2015-16,201635,34,865
State,,Arkansas,All,2015-16,201635,33,463
State,,California,All,2015-16,201635,220,3980
State,,Colorado,All,2015-16,201635,36,684
State,,Connecticut,All,2015-16,201635,12,222
State,,Delaware,All,2015-16,201635,11,121
State,,District of Columbia,All,2015-16,201635,3,85
State,,Florida,All,2015-16,201635,164,3242
State,,Georgia,All,2015-16,201635,55,1215
State,,Hawaii,All,2015-16,201635,23,182
State,,Idaho,All,2015-16,201635,8,212
State,,Illinois,All,2015-16,201635,85,1660
State,,Indiana,All,2015-16,201635,50,864
State,,Iowa,All,2015-16,201635,25,422
State,,Kansas,All,2015-16,201635,28,420
State,,Kentucky,All,2015-16,201635,44,608
State,,Louisiana,All,2015-16,201635,25,700
State,,Maine,All,2015-16,201635,8,221
State,,Maryland,All,2015-16,201635,32,704
State,,Massachusetts,All,2015-16,201635,65,901
State,,Michigan,All,2015-16,201635,75,1486
State,,Minnesota,All,2015-16,201635,39,683
State,,Mississippi,All,2015-16,201635,25,472
State,,Missouri,All,2015-16,201635,48,898
State,,Montana,All,2015-16,201635,5,115
State,,Nebraska,All,2015-16,201635,14,215
State,,Nevada,All,2015-16,201635,15,335
State,,New Hampshire,All,2015-16,201635,10,196
State,,New Jersey,All,2015-16,201635,75,1089
State,,New Mexico,All,2015-16,201635,18,283
State,,New York,All,2015-16,201635,82,1453
State,,New York City,All,2015-16,201635,59,887
State,,North Carolina,All,2015-16,201635,83,1287
State,,North Dakota,All,2015-16,201635,6,83
State,,Ohio,All,2015-16,201635,104,2120
State,,Oklahoma,All,2015-16,201635,36,678
State,,Oregon,All,2015-16,201635,22,510
State,,Pennsylvania,All,2015-16,201635,99,1981
State,,Rhode Island,All,2015-16,201635,11,133
State,,South Carolina,All,2015-16,201635,26,586
State,,South Dakota,All,2015-16,201635,9,103
State,,Tennessee,All,2015-16,201635,55,990
State,,Texas,All,2015-16,201635,189,2875
State,,Utah,All,2015-16,201635,9,282
State,,Vermont,All,2015-16,201635,5,69
State,,Virginia,All,2015-16,201635,32,1091
State,,Washington,All,2015-16,201635,50,979
State,,West Virginia,All,2015-16,201635,23,345
State,,Wisconsin,All,2015-16,201635,36,743
State,,Wyoming,All,2015-16,201635,5,66
State,,Alabama,All,2015-16,201636,51,918
State,,Alaska,All,2015-16,201636,5,81
State,,Arizona,All,2015-16,201636,48,821
State,,Arkansas,All,2015-16,201636,29,510
State,,California,All,2015-16,201636,243,3525
State,,Colorado,All,2015-16,201636,25,679
State,,Connecticut,All,2015-16,201636,,
State,,Delaware,All,2015-16,201636,4,133
State,,District of Columbia,All,2015-16,201636,1,72
State,,Florida,All,2015-16,201636,140,3001
State,,Georgia,All,2015-16,201636,60,1120
State,,Hawaii,All,2015-16,201636,13,157
State,,Idaho,All,2015-16,201636,9,164
State,,Illinois,All,2015-16,201636,107,1738
State,,Indiana,All,2015-16,201636,50,863
State,,Iowa,All,2015-16,201636,12,337
State,,Kansas,All,2015-16,201636,12,391
State,,Kentucky,All,2015-16,201636,35,622
State,,Louisiana,All,2015-16,201636,21,671
State,,Maine,All,2015-16,201636,3,177
State,,Maryland,All,2015-16,201636,35,736
State,,Massachusetts,All,2015-16,201636,45,868
State,,Michigan,All,2015-16,201636,75,1529
State,,Minnesota,All,2015-16,201636,30,581
State,,Mississippi,All,2015-16,201636,29,476
State,,Missouri,All,2015-16,201636,38,860
State,,Montana,All,2015-16,201636,7,142
State,,Nebraska,All,2015-16,201636,13,203
State,,Nevada,All,2015-16,201636,16,337
State,,New Hampshire,All,2015-16,201636,13,197
State,,New Jersey,All,2015-16,201636,38,1072
State,,New Mexico,All,2015-16,201636,7,231
State,,New York,All,2015-16,201636,73,1479
State,,New York City,All,2015-16,201636,57,819
State,,North Carolina,All,2015-16,201636,68,1307
State,,North Dakota,All,2015-16,201636,6,71
State,,Ohio,All,2015-16,201636,110,2096
State,,Oklahoma,All,2015-16,201636,55,743
State,,Oregon,All,2015-16,201636,17,423
State,,Pennsylvania,All,2015-16,201636,96,2021
State,,Rhode Island,All,2015-16,201636,6,127
State,,South Carolina,All,2015-16,201636,34,623
State,,South Dakota,All,2015-16,201636,4,98
State,,Tennessee,All,2015-16,201636,49,942
State,,Texas,All,2015-16,201636,180,3035
State,,Utah,All,2015-16,201636,15,221
State,,Vermont,All,2015-16,201636,4,59
State,,Virginia,All,2015-16,201636,54,1130
State,,Washington,All,2015-16,201636,52,936
State,,West Virginia,All,2015-16,201636,19,346
State,,Wisconsin,All,2015-16,201636,34,831
State,,Wyoming,All,2015-16,201636,4,57
State,,Alabama,All,2015-16,201637,68,963
State,,Alaska,All,2015-16,201637,1,82
State,,Arizona,All,2015-16,201637,56,869
State,,Arkansas,All,2015-16,201637,27,460
State,,California,All,2015-16,201637,221,3555
State,,Colorado,All,2015-16,201637,29,646
State,,Connecticut,All,2015-16,201637,,
State,,Delaware,All,2015-16,201637,9,118
State,,District of Columbia,All,2015-16,201637,3,64
State,,Florida,All,2015-16,201637,190,3185
State,,Georgia,All,2015-16,201637,47,1150
State,,Hawaii,All,2015-16,201637,10,180
State,,Idaho,All,2015-16,201637,14,170
State,,Illinois,All,2015-16,201637,123,1860
State,,Indiana,All,2015-16,201637,61,879
State,,Iowa,All,2015-16,201637,14,316
State,,Kansas,All,2015-16,201637,21,359
State,,Kentucky,All,2015-16,201637,40,619
State,,Louisiana,All,2015-16,201637,42,806
State,,Maine,All,2015-16,201637,9,208
State,,Maryland,All,2015-16,201637,43,753
State,,Massachusetts,All,2015-16,201637,64,863
State,,Michigan,All,2015-16,201637,84,1626
State,,Minnesota,All,2015-16,201637,41,562
State,,Mississippi,All,2015-16,201637,29,473
State,,Missouri,All,2015-16,201637,41,938
State,,Montana,All,2015-16,201637,4,112
State,,Nebraska,All,2015-16,201637,13,210
State,,Nevada,All,2015-16,201637,16,311
State,,New Hampshire,All,2015-16,201637,4,184
State,,New Jersey,All,2015-16,201637,67,1289
State,,New Mexico,All,2015-16,201637,17,270
State,,New York,All,2015-16,201637,96,1434
State,,New York City,All,2015-16,201637,59,809
State,,North Carolina,All,2015-16,201637,69,1244
State,,North Dakota,All,2015-16,201637,7,95
State,,Ohio,All,2015-16,201637,124,2151
State,,Oklahoma,All,2015-16,201637,56,726
State,,Oregon,All,2015-16,201637,19,436
State,,Pennsylvania,All,2015-16,201637,102,2013
State,,Rhode Island,All,2015-16,201637,11,127
State,,South Carolina,All,2015-16,201637,34,648
State,,South Dakota,All,2015-16,201637,7,113
State,,Tennessee,All,2015-16,201637,52,948
State,,Texas,All,2015-16,201637,224,3471
State,,Utah,All,2015-16,201637,10,239
State,,Vermont,All,2015-16,201637,2,50
State,,Virginia,All,2015-16,201637,62,1105
State,,Washington,All,2015-16,201637,44,817
State,,West Virginia,All,2015-16,201637,25,361
State,,Wisconsin,All,2015-16,201637,57,939
State,,Wyoming,All,2015-16,201637,2,47
State,,Alabama,All,2015-16,201638,56,973
State,,Alaska,All,2015-16,201638,1,50
State,,Arizona,All,2015-16,201638,51,1024
State,,Arkansas,All,2015-16,201638,30,445
State,,California,All,2015-16,201638,208,3556
State,,Colorado,All,2015-16,201638,36,671
State,,Connecticut,All,2015-16,201638,,
State,,Delaware,All,2015-16,201638,8,135
State,,District of Columbia,All,2015-16,201638,4,83
State,,Florida,All,2015-16,201638,194,3496
State,,Georgia,All,2015-16,201638,57,1162
State,,Hawaii,All,2015-16,201638,17,152
State,,Idaho,All,2015-16,201638,10,182
State,,Illinois,All,2015-16,201638,127,2006
State,,Indiana,All,2015-16,201638,46,832
State,,Iowa,All,2015-16,201638,14,326
State,,Kansas,All,2015-16,201638,33,373
State,,Kentucky,All,2015-16,201638,45,591
State,,Louisiana,All,2015-16,201638,34,802
State,,Maine,All,2015-16,201638,7,189
State,,Maryland,All,2015-16,201638,25,651
State,,Massachusetts,All,2015-16,201638,67,952
State,,Michigan,All,2015-16,201638,68,1622
State,,Minnesota,All,2015-16,201638,37,561
State,,Mississippi,All,2015-16,201638,29,448
State,,Missouri,All,2015-16,201638,48,838
State,,Montana,All,2015-16,201638,5,123
State,,Nebraska,All,2015-16,201638,14,207
State,,Nevada,All,2015-16,201638,18,335
State,,New Hampshire,All,2015-16,201638,11,177
State,,New Jersey,All,2015-16,201638,78,1254
State,,New Mexico,All,2015-16,201638,18,249
State,,New York,All,2015-16,201638,73,1461
State,,New York City,All,2015-16,201638,54,821
State,,North Carolina,All,2015-16,201638,88,1321
State,,North Dakota,All,2015-16,201638,5,80
State,,Ohio,All,2015-16,201638,121,2187
State,,Oklahoma,All,2015-16,201638,43,702
State,,Oregon,All,2015-16,201638,19,471
State,,Pennsylvania,All,2015-16,201638,102,1875
State,,Rhode Island,All,2015-16,201638,6,134
State,,South Carolina,All,2015-16,201638,31,618
State,,South Dakota,All,2015-16,201638,7,88
State,,Tennessee,All,2015-16,201638,35,842
State,,Texas,All,2015-16,201638,233,3427
State,,Utah,All,2015-16,201638,21,277
State,,Vermont,All,2015-16,201638,6,74
State,,Virginia,All,2015-16,201638,50,1181
State,,Washington,All,2015-16,201638,43,912
State,,West Virginia,All,2015-16,201638,24,353
State,,Wisconsin,All,2015-16,201638,45,893
State,,Wyoming,All,2015-16,201638,4,59
State,,Alabama,All,2015-16,201639,35,920
State,,Alaska,All,2015-16,201639,3,52
State,,Arizona,All,2015-16,201639,43,981
State,,Arkansas,All,2015-16,201639,39,403
State,,California,All,2015-16,201639,206,3662
State,,Colorado,All,2015-16,201639,37,681
State,,Connecticut,All,2015-16,201639,,
State,,Delaware,All,2015-16,201639,5,130
State,,District of Columbia,All,2015-16,201639,5,68
State,,Florida,All,2015-16,201639,179,3616
State,,Georgia,All,2015-16,201639,52,1137
State,,Hawaii,All,2015-16,201639,25,168
State,,Idaho,All,2015-16,201639,7,187
State,,Illinois,All,2015-16,201639,110,1971
State,,Indiana,All,2015-16,201639,38,795
State,,Iowa,All,2015-16,201639,18,333
State,,Kansas,All,2015-16,201639,29,389
State,,Kentucky,All,2015-16,201639,42,624
State,,Louisiana,All,2015-16,201639,38,823
State,,Maine,All,2015-16,201639,9,223
State,,Maryland,All,2015-16,201639,31,731
State,,Massachusetts,All,2015-16,201639,72,1046
State,,Michigan,All,2015-16,201639,74,1497
State,,Minnesota,All,2015-16,201639,35,620
State,,Mississippi,All,2015-16,201639,33,445
State,,Missouri,All,2015-16,201639,55,866
State,,Montana,All,2015-16,201639,7,97
State,,Nebraska,All,2015-16,201639,18,227
State,,Nevada,All,2015-16,201639,14,314
State,,New Hampshire,All,2015-16,201639,10,196
State,,New Jersey,All,2015-16,201639,60,1309
State,,New Mexico,All,2015-16,201639,17,215
State,,New York,All,2015-16,201639,91,1406
State,,New York City,All,2015-16,201639,66,939
State,,North Carolina,All,2015-16,201639,69,1337
State,,North Dakota,All,2015-16,201639,3,73
State,,Ohio,All,2015-16,201639,126,2207
State,,Oklahoma,All,2015-16,201639,60,694
State,,Oregon,All,2015-16,201639,18,480
State,,Pennsylvania,All,2015-16,201639,84,1990
State,,Rhode Island,All,2015-16,201639,2,153
State,,South Carolina,All,2015-16,201639,31,630
State,,South Dakota,All,2015-16,201639,8,97
State,,Tennessee,All,2015-16,201639,40,808
State,,Texas,All,2015-16,201639,211,3334
State,,Utah,All,2015-16,201639,27,269
State,,Vermont,All,2015-16,201639,0,53
State,,Virginia,All,2015-16,201639,44,1165
State,,Washington,All,2015-16,201639,46,1009
State,,West Virginia,All,2015-16,201639,21,339
State,,Wisconsin,All,2015-16,201639,51,907
State,,Wyoming,All,2015-16,201639,4,56
State,,Alabama,All,2016-17,201640,54,958
State,,Alaska,All,2016-17,201640,3,65
State,,Arizona,All,2016-17,201640,47,973
State,,Arkansas,All,2016-17,201640,28,449
State,,California,All,2016-17,201640,235,3802
State,,Colorado,All,2016-17,201640,31,682
State,,Connecticut,All,2016-17,201640,,
State,,Delaware,All,2016-17,201640,8,131
State,,District of Columbia,All,2016-17,201640,1,80
State,,Florida,All,2016-17,201640,166,3600
State,,Georgia,All,2016-17,201640,54,1122
State,,Hawaii,All,2016-17,201640,13,170
State,,Idaho,All,2016-17,201640,8,180
State,,Illinois,All,2016-17,201640,126,1968
State,,Indiana,All,2016-17,201640,48,933
State,,Iowa,All,2016-17,201640,20,342
State,,Kansas,All,2016-17,201640,23,398
State,,Kentucky,All,2016-17,201640,44,643
State,,Louisiana,All,2016-17,201640,29,871
State,,Maine,All,2016-17,201640,10,194
State,,Maryland,All,2016-17,201640,13,803
State,,Massachusetts,All,2016-17,201640,66,1032
State,,Michigan,All,2016-17,201640,88,1475
State,,Minnesota,All,2016-17,201640,30,621
State,,Mississippi,All,2016-17,201640,33,445
State,,Missouri,All,2016-17,201640,42,808
State,,Montana,All,2016-17,201640,5,129
State,,Nebraska,All,2016-17,201640,14,209
State,,Nevada,All,2016-17,201640,16,332
State,,New Hampshire,All,2016-17,201640,8,207
State,,New Jersey,All,2016-17,201640,77,1344
State,,New Mexico,All,2016-17,201640,8,249
State,,New York,All,2016-17,201640,87,1404
State,,New York City,All,2016-17,201640,76,1012
State,,North Carolina,All,2016-17,201640,74,1314
State,,North Dakota,All,2016-17,201640,5,98
State,,Ohio,All,2016-17,201640,120,2195
State,,Oklahoma,All,2016-17,201640,56,720
State,,Oregon,All,2016-17,201640,18,465
State,,Pennsylvania,All,2016-17,201640,90,2089
State,,Rhode Island,All,2016-17,201640,6,167
State,,South Carolina,All,2016-17,201640,25,588
State,,South Dakota,All,2016-17,201640,2,111
State,,Tennessee,All,2016-17,201640,36,659
State,,Texas,All,2016-17,201640,218,3486
State,,Utah,All,2016-17,201640,14,253
State,,Vermont,All,2016-17,201640,4,63
State,,Virginia,All,2016-17,201640,66,1213
State,,Washington,All,2016-17,201640,56,988
State,,West Virginia,All,2016-17,201640,26,362
State,,Wisconsin,All,2016-17,201640,51,973
State,,Wyoming,All,2016-17,201640,2,57
State,,Alabama,All,2016-17,201641,49,937
State,,Alaska,All,2016-17,201641,3,63
State,,Arizona,All,2016-17,201641,54,1031
State,,Arkansas,All,2016-17,201641,33,430
State,,California,All,2016-17,201641,239,3784
State,,Colorado,All,2016-17,201641,45,730
State,,Connecticut,All,2016-17,201641,,
State,,Delaware,All,2016-17,201641,6,117
State,,District of Columbia,All,2016-17,201641,2,69
State,,Florida,All,2016-17,201641,208,3660
State,,Georgia,All,2016-17,201641,59,1149
State,,Hawaii,All,2016-17,201641,17,151
State,,Idaho,All,2016-17,201641,9,203
State,,Illinois,All,2016-17,201641,147,2025
State,,Indiana,All,2016-17,201641,46,890
State,,Iowa,All,2016-17,201641,13,384
State,,Kansas,All,2016-17,201641,24,425
State,,Kentucky,All,2016-17,201641,42,627
State,,Louisiana,All,2016-17,201641,40,816
State,,Maine,All,2016-17,201641,14,218
State,,Maryland,All,2016-17,201641,17,790
State,,Massachusetts,All,2016-17,201641,62,1075
State,,Michigan,All,2016-17,201641,68,1457
State,,Minnesota,All,2016-17,201641,37,617
State,,Mississippi,All,2016-17,201641,22,455
State,,Missouri,All,2016-17,201641,59,931
State,,Montana,All,2016-17,201641,6,132
State,,Nebraska,All,2016-17,201641,24,235
State,,Nevada,All,2016-17,201641,11,301
State,,New Hampshire,All,2016-17,201641,6,188
State,,New Jersey,All,2016-17,201641,67,1347
State,,New Mexico,All,2016-17,201641,11,270
State,,New York,All,2016-17,201641,90,1317
State,,New York City,All,2016-17,201641,80,1005
State,,North Carolina,All,2016-17,201641,76,1332
State,,North Dakota,All,2016-17,201641,8,99
State,,Ohio,All,2016-17,201641,129,2169
State,,Oklahoma,All,2016-17,201641,54,682
State,,Oregon,All,2016-17,201641,22,511
State,,Pennsylvania,All,2016-17,201641,110,2094
State,,Rhode Island,All,2016-17,201641,11,149
State,,South Carolina,All,2016-17,201641,38,670
State,,South Dakota,All,2016-17,201641,4,117
State,,Tennessee,All,2016-17,201641,23,509
State,,Texas,All,2016-17,201641,192,3445
State,,Utah,All,2016-17,201641,19,243
State,,Vermont,All,2016-17,201641,4,58
State,,Virginia,All,2016-17,201641,56,1271
State,,Washington,All,2016-17,201641,60,1045
State,,West Virginia,All,2016-17,201641,23,356
State,,Wisconsin,All,2016-17,201641,61,1027
State,,Wyoming,All,2016-17,201641,5,68
State,,Alabama,All,2016-17,201642,38,887
State,,Alaska,All,2016-17,201642,5,69
State,,Arizona,All,2016-17,201642,53,1038
State,,Arkansas,All,2016-17,201642,31,443
State,,California,All,2016-17,201642,234,3572
State,,Colorado,All,2016-17,201642,39,700
State,,Connecticut,All,2016-17,201642,,
State,,Delaware,All,2016-17,201642,10,143
State,,District of Columbia,All,2016-17,201642,5,61
State,,Florida,All,2016-17,201642,187,3778
State,,Georgia,All,2016-17,201642,50,1048
State,,Hawaii,All,2016-17,201642,17,175
State,,Idaho,All,2016-17,201642,12,198
State,,Illinois,All,2016-17,201642,111,1899
State,,Indiana,All,2016-17,201642,51,867
State,,Iowa,All,2016-17,201642,22,345
State,,Kansas,All,2016-17,201642,20,387
State,,Kentucky,All,2016-17,201642,50,642
State,,Louisiana,All,2016-17,201642,40,776
State,,Maine,All,2016-17,201642,11,180
State,,Maryland,All,2016-17,201642,44,794
State,,Massachusetts,All,2016-17,201642,78,1107
State,,Michigan,All,2016-17,201642,74,1503
State,,Minnesota,All,2016-17,201642,25,549
State,,Mississippi,All,2016-17,201642,31,418
